,土地區段位置建物區段門牌,土地移轉總面積平方公尺,總樓層數,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,單價元平方公尺,編號,交易筆棟數-土地,交易筆棟數-建物,交易筆棟數-車位,交易年份,單價元/坪,土地移轉總面積坪,建物移轉總面積坪,鄉鎮市區_中山區,鄉鎮市區_中正區,鄉鎮市區_信義區,鄉鎮市區_內湖區,鄉鎮市區_北投區,鄉鎮市區_南港區,鄉鎮市區_士林區,鄉鎮市區_大同區,鄉鎮市區_大安區,鄉鎮市區_文山區,鄉鎮市區_松山區,鄉鎮市區_萬華區,建物型態_住宅大樓(11層含以上有電梯),建物型態_公寓(5樓含以下無電梯),建物型態_套房(1房1廳1衛),建物型態_華廈(10層含以下有電梯),建物型態_透天厝,土地區段位置建物區段門牌經度,土地區段位置建物區段門牌緯度,周邊機能-機場,周邊機能-銀行,周邊機能-便利商店,周邊機能-醫院,周邊機能-公園,周邊機能-停車場,周邊機能-國小,周邊機能-國中,周邊機能-捷運,周邊機能-殯儀館
54,臺北市松山區富錦街481~510號,35.0,4.0,4,51,95.43,3,2,2,0,17800000,186524,RPQNMLLJKIOFFDA47DA,1,1,0,108,573920.0,107.6923076923077,293.63076923076926,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25.0609931,121.5628692,0,10,17,2,9,4,5,1,0,0
55,臺北市松山區八德路四段829巷1~30號,32.0,2.0,4,35,38.22,2,1,1,0,31910000,834903,RPQOMLPLJIOFFDA97CA,1,1,0,108,2568932.3076923075,98.46153846153845,117.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25.0516393,121.5793403,0,10,15,5,12,17,2,0,1,0
56,臺北市松山區八德路三段158巷20弄31~60號,6.46,7.0,4,44,32.87,1,1,1,1,6980000,212352,RPROMLPLJIOFFDA08CA,2,1,0,108,653390.7692307692,19.876923076923077,101.13846153846153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25.0471574,121.5541349,0,15,20,9,12,20,0,0,0,0
57,臺北市松山區八德路四段601~630號,23.74,12.0,4,33,151.39,3,2,1,1,19050000,125834,RPWOMLPLJIOFFDA58CA,1,1,0,108,387181.53846153844,73.04615384615384,465.8153846153846,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.0501912,121.5743656,0,12,13,3,10,16,2,1,1,2
58,臺北市松山區民生東路五段181~210號,3.81,16.0,4,38,46.63,1,1,1,1,8600000,184431,RPUOMLPLJIOFFDA38CA,1,1,0,108,567480.0,11.723076923076922,143.47692307692307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25.0593104,121.56566,0,10,17,3,7,8,4,2,0,0
59,臺北市松山區民族東路751~780號,26.38,7.0,4,41,130.82,4,2,2,1,23500000,179636,RPOPMLMLJIOFFDA57CA,1,1,0,108,552726.1538461539,81.16923076923077,402.52307692307687,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.0624799,121.549578,4,7,10,0,7,16,1,1,2,0
60,臺北市松山區八德路二段361~390號,5.1,12.0,4,41,47.47,1,1,1,1,10450000,220139,RPUNMLNJKIOFFDA97CA,6,1,0,108,677350.7692307692,15.69230769230769,146.06153846153845,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25.0475411,121.5438319,0,20,20,9,8,20,3,2,1,0
61,臺北市松山區八德路四段631~660號,3.69,13.0,4,15,33.86,1,1,1,1,9500000,280567,RPOQMLOJKIOFFDA77CA,1,1,0,108,863283.0769230769,11.353846153846153,104.18461538461538,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25.0501957,121.5750037,0,13,13,3,11,16,2,1,1,2
62,臺北市松山區南京東路四段1~30號,3.31,15.0,4,13,28.79,1,1,1,1,9400000,326502,RPVPMLNJKIOFFDA38DA,2,1,0,108,1004621.5384615384,10.184615384615384,88.58461538461538,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25.0514515,121.5538895,0,20,20,12,10,20,3,1,1,0
63,臺北市松山區復興北路361巷1~30號,22.02,7.0,4,36,129.13,3,2,2,1,32800000,254008,RPROMLPJKIOFFDA97CA,1,1,0,108,781563.0769230769,67.75384615384615,397.3230769230769,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.0604619,121.544504,0,20,20,8,7,19,1,2,1,0
